NOTICE_DATE,JOB_SITE_NAME,COUNTY_NAME,WDA_NAME,LayOff_Date,WFDD_RECEIVED_DATE,CITY_NAME,flag_year_typo,flag_retroactive,flag_valid,lead_days,lead_days_short,layoff_count,company_normalized,same_company_cluster,county_warn_count,wda_warn_count,notice_year,notice_quarter,notice_month,industry_score,industry_final,industry_source
2021-01-14,Johnson Controls-Ruskin Rooftop Systems,Dallas,Dallas County WDA,2021-03-31,2021-01-22,Carrollton,0,0,1,76,0,151,JOHNSON CONTROLS-RUSKIN ROOFTOP SYSTEMS,0,330,325,2021,2021Q1,2021-01,2,Technology_IT,stage1
2021-01-14,Alliance Data Card Services,Bexar,Alamo WDA,2021-04-01,2021-01-15,San Antonio,0,0,1,77,0,50,ALLIANCE DATA CARD SERVICES,0,200,238,2021,2021Q1,2021-01,2,Technology_IT,stage1
2021-01-13,ADS Alliance Data Systems,Bexar,Alamo WDA,2021-04-01,2021-01-27,San Antonio,0,0,1,78,0,50,ADS ALLIANCE DATA SYSTEMS,0,200,238,2021,2021Q1,2021-01,4,Technology_IT,stage1
2021-01-08,"Par-Pak, Inc.",Harris,Gulf Coast WDA,2021-03-25,2021-01-08,Houston,0,0,1,76,0,1,PAR-PAK,0,429,608,2021,2021Q1,2021-01,0,Unknown,unresolved
2021-01-08,Albertsons #3064,Harris,Gulf Coast WDA,2021-02-20,2021-01-08,Bellaire,0,0,1,43,1,67,ALBERTSONS 3064,0,429,608,2021,2021Q1,2021-01,0,Unknown,unresolved
2021-01-06,"VT Industries, Inc.",Bexar,Alamo WDA,2021-03-12,2021-01-22,Universal City,0,0,1,65,0,104,VT INDUSTRIES,0,200,238,2021,2021Q1,2021-01,6,Manufacturing,stage1
2021-01-06,Transform SR LLC-San Antonio,Bexar,Alamo WDA,2021-03-07,2021-01-22,San Antonio,0,0,1,60,0,67,TRANSFORM SR,0,200,238,2021,2021Q1,2021-01,0,Unknown,unresolved
2021-01-05,DHL - Baytown,Harris,Gulf Coast WDA,2021-03-15,2021-01-06,Baytown,0,0,1,69,0,97,DHL - BAYTOWN,0,429,608,2021,2021Q1,2021-01,0,Unknown,unresolved
2020-12-22,IBEX,Comal,Alamo WDA,2021-02-16,2020-12-23,New Braunfels,0,0,1,56,1,248,IBEX,0,11,238,2020,2020Q4,2020-12,0,Unknown,unresolved
2020-12-22,BoomerangTube LLC - FM 3361,Liberty,Gulf Coast WDA,2020-12-23,2020-12-30,Liberty,0,0,1,1,1,150,BOOMERANGTUBE - FM 3361,0,5,608,2020,2020Q4,2020-12,0,Unknown,unresolved
2020-12-21,ACCC Insurance Company,Harris,Gulf Coast WDA,2020-12-30,2020-12-21,Houston,0,0,1,9,1,122,ACCC INSURANCE COMPANY,0,429,608,2020,2020Q4,2020-12,6,Finance,stage1
2020-12-15,"Halliburton Energy Services, Inc. - Carrollton",Dallas,Dallas County WDA,2020-12-15,2020-12-15,Carrollton,0,0,1,0,1,216,HALLIBURTON ENERGY SERVICES - CARROLLTON,0,330,325,2020,2020Q4,2020-12,8,Energy,stage1
2020-12-15,"Parsley Energy, Inc. - Midland",Midland,Permian Basin WDA,2021-02-15,2020-12-15,Midland,0,0,1,62,0,100,PARSLEY ENERGY,0,37,83,2020,2020Q4,2020-12,2,Energy,stage1
2020-12-15,EVO Transportation,Travis,Capital Area WDA,2021-01-09,2020-12-16,Austin,0,0,1,25,1,104,EVO TRANSPORTATION,0,169,166,2020,2020Q4,2020-12,4,Logistics_Transportation,stage1
2020-12-14,Hyatt Regency DFW,Tarrant,Tarrant County WDA,2020-12-04,2020-12-15,DFW Airport,0,1,0,,,111,HYATT REGENCY DFW,1,207,213,2020,2020Q4,2020-12,6,Retail_Food,stage1
2020-12-14,Manitou Equipment America,McLennan,Heart of Texas WDA,2021-02-26,2020-12-15,Waco,0,0,1,74,0,149,MANITOU EQUIPMENT AMERICA,0,24,34,2020,2020Q4,2020-12,2,Manufacturing,stage1
2020-12-14,"Laz Parking Texas, LLC",Dallas,Dallas County WDA,2020-11-23,2020-12-16,Dallas,0,1,0,,,135,LAZ PARKING TEXAS,1,330,325,2020,2020Q4,2020-12,0,Unknown,unresolved
2020-12-10,"Patrician Window Coverings, Inc.",Harris,Gulf Coast WDA,2021-02-12,2020-12-11,Webster,0,0,1,64,0,95,PATRICIAN WINDOW COVERINGS,0,429,608,2020,2020Q4,2020-12,2,Energy,stage1
2020-12-08,Morrison Healthcare - University of Texas Medical Branch,Galveston,Gulf Coast WDA,2020-12-23,2020-12-11,Galveston,0,0,1,15,1,149,MORRISON HEALTHCARE - UNIVERSITY OF TEXAS MEDICAL BRANCH,0,9,608,2020,2020Q4,2020-12,6,Healthcare,stage1
2020-12-08,Angleton Danbury Hospital,Brazoria,Gulf Coast WDA,2020-12-23,2020-12-11,Angleton,0,0,1,15,1,12,ANGLETON DANBURY HOSPITAL,0,13,608,2020,2020Q4,2020-12,6,Healthcare,stage1
2020-12-08,League City Campus Hospital,Galveston,Gulf Coast WDA,2020-12-23,2020-12-11,League City,0,0,1,15,1,15,LEAGUE CITY CAMPUS HOSPITAL,0,9,608,2020,2020Q4,2020-12,6,Healthcare,stage1
2020-12-08,Clear Lake Campus Hospital,Harris,Gulf Coast WDA,2020-12-23,2020-12-11,Webster,0,0,1,15,1,27,CLEAR LAKE CAMPUS HOSPITAL,0,429,608,2020,2020Q4,2020-12,6,Healthcare,stage1
2020-12-08,LEH-S Presa St,Bexar,Alamo WDA,2021-02-03,2020-12-16,San Antonio,0,0,1,57,1,33,LEH-S PRESA ST,0,200,238,2020,2020Q4,2020-12,0,Unknown,unresolved
2020-12-08,LEH -BDA Crossing,Bexar,Alamo WDA,2021-02-03,2020-12-16,San Antonio,0,0,1,57,1,50,LEH -BDA CROSSING,0,200,238,2020,2020Q4,2020-12,0,Unknown,unresolved
2020-12-08,LEH-Elmendorf,Bexar,Alamo WDA,2021-02-03,2020-12-16,Elmendorf,0,0,1,57,1,5,LEH-ELMENDORF,0,200,238,2020,2020Q4,2020-12,0,Unknown,unresolved
2020-12-08,LEH-Falls City,Karnes,Alamo WDA,2021-02-03,2020-12-16,Falls City,0,0,1,57,1,4,LEH-FALLS CITY,0,3,238,2020,2020Q4,2020-12,2,Public_Nonprofit,stage1
2020-12-08,Allied Universal Security Services,Tarrant,Tarrant County WDA,2021-01-31,2020-12-09,Arlington,0,0,1,54,1,88,ALLIED UNIVERSAL SECURITY SERVICES,1,207,213,2020,2020Q4,2020-12,6,Staffing_Services,stage1
2020-12-08,Tom Thumb #2574,Tarrant,Tarrant County WDA,2021-02-27,2020-12-10,Ft. Worth,0,0,1,81,0,11,TOM THUMB 2574,0,207,213,2020,2020Q4,2020-12,6,Retail_Food,stage1
2020-12-08,Tom Thumb #2642,Dallas,Dallas County WDA,2021-02-27,2020-12-10,Dallas,0,0,1,81,0,17,TOM THUMB 2642,0,330,325,2020,2020Q4,2020-12,6,Retail_Food,stage1
2020-12-08,Tom Thumb #1788,Collin,North Central Texas WDA,2021-02-27,2020-12-10,Plano,0,0,1,81,0,17,TOM THUMB 1788,0,92,185,2020,2020Q4,2020-12,6,Retail_Food,stage1
2020-12-08,Tom Thumb #1786,Dallas,Dallas County WDA,2021-02-27,2020-12-10,Grand Prairie,0,0,1,81,0,16,TOM THUMB 1786,0,330,325,2020,2020Q4,2020-12,6,Retail_Food,stage1
2020-12-08,Tom Thumb #2578,Dallas,Dallas County WDA,2021-02-27,2020-12-10,Garland,0,0,1,81,0,10,TOM THUMB 2578,0,330,325,2020,2020Q4,2020-12,6,Retail_Food,stage1
2020-12-08,Tom Thumb #3658,Tarrant,Tarrant County WDA,2021-02-27,2020-12-10,Arlington,0,0,1,81,0,16,TOM THUMB 3658,0,207,213,2020,2020Q4,2020-12,6,Retail_Food,stage1
2020-12-08,Tom Thumb #1781,Dallas,Dallas County WDA,2021-02-27,2020-12-10,Coppell,0,0,1,81,0,10,TOM THUMB 1781,0,330,325,2020,2020Q4,2020-12,6,Retail_Food,stage1
2020-12-07,"Parsley Energy, Inc.-Congress Ave",Travis,Capital Area WDA,2021-02-08,2020-12-10,Austin,0,0,1,63,0,85,PARSLEY ENERGY -CONGRESS AVE,0,169,166,2020,2020Q4,2020-12,2,Energy,stage1
2020-12-07,"Parsley Energy, Inc.-ABA",Travis,Capital Area WDA,2021-02-08,2020-12-10,Austin,0,0,1,63,0,2,PARSLEY ENERGY -ABA,0,169,166,2020,2020Q4,2020-12,2,Energy,stage1
2020-12-07,"Parsley Energy, Inc.-Colorado St.",Travis,Capital Area WDA,2021-02-08,2020-12-10,Austin,0,0,1,63,0,147,PARSLEY ENERGY -COLORADO ST,0,169,166,2020,2020Q4,2020-12,2,Energy,stage1
2020-12-04,Francesca's Holdings Corp - Clay Rd.,Harris,Gulf Coast WDA,2021-01-13,2020-12-04,Houston,0,0,1,40,1,223,FRANCESCA S HOLDINGS - CLAY RD,0,429,608,2020,2020Q4,2020-12,0,Unknown,unresolved
2020-12-04,"Sable Permian Resourcces Operating, LLC - Big Lake",Reagan,Concho Valley WDA,2021-02-02,2020-12-08,Big Lake,0,0,1,60,0,81,SABLE PERMIAN RESOURCCES OPERATING - BIG LAKE,0,4,16,2020,2020Q4,2020-12,2,Energy,stage1
2020-12-04,"Sable Permian Resources Operating, LLC",Harris,Gulf Coast WDA,2021-02-02,2020-12-08,Houston,0,0,1,60,0,100,SABLE PERMIAN RESOURCES OPERATING,0,429,608,2020,2020Q4,2020-12,2,Energy,stage1
2020-12-03,Southwest - Customer Service & Support,Bexar,Alamo WDA,2021-03-15,2020-12-04,San Antonio,0,0,1,102,0,106,SOUTHWEST - CUSTOMER SERVICE SUPPORT,0,200,238,2020,2020Q4,2020-12,2,Logistics_Transportation,stage1
2020-03-05,Concentrix CVG,Webb,South Texas WDA,2020-05-04,2020-03-05,Laredo,0,0,1,60,0,135,CONCENTRIX CVG,1,17,17,2020,2020Q1,2020-03,0,Unknown,unresolved
2020-12-03,Southwest - San Antonio Int'l Airport,Bexar,Alamo WDA,2021-03-05,2020-12-04,San Antonio,0,0,1,92,0,36,SOUTHWEST,1,200,238,2020,2020Q4,2020-12,4,Logistics_Transportation,stage1
2020-12-03,Southwest - Customer Service and Support,Harris,Gulf Coast WDA,2021-03-15,2020-12-04,Houston,0,0,1,102,0,79,SOUTHWEST - CUSTOMER SERVICE AND SUPPORT,0,429,608,2020,2020Q4,2020-12,2,Logistics_Transportation,stage1
2020-12-03,Southwest-Dallas Love Field,Dallas,Dallas County WDA,2021-03-15,2020-12-10,Dallas,0,0,1,102,0,465,SOUTHWEST,1,330,325,2020,2020Q4,2020-12,0,Unknown,unresolved
2020-12-03,Southwest-ABA,Travis,Capital Area WDA,2021-03-15,2020-12-10,Austin,0,0,1,102,0,77,SOUTHWEST-ABA,0,169,166,2020,2020Q4,2020-12,0,Unknown,unresolved
2020-12-03,Southwest-Dallas,Dallas,Dallas County WDA,2021-04-01,2020-12-10,Dallas,0,0,1,119,0,10,SOUTHWEST,1,330,325,2020,2020Q4,2020-12,0,Unknown,unresolved
2020-12-03,Southwest - William P. Hobby,Harris,Gulf Coast WDA,2021-03-15,2020-12-04,Houston,0,0,1,102,0,54,SOUTHWEST - WILLIAM P HOBBY,0,429,608,2020,2020Q4,2020-12,0,Unknown,unresolved
2020-12-02,Exxon Mobil Campus,Harris,Gulf Coast WDA,2021-02-02,2020-12-03,Spring,0,0,1,62,0,677,EXXON MOBIL CAMPUS,0,429,608,2020,2020Q4,2020-12,12,Energy,stage1
2020-12-02,ExxonMobil Hughes Landing - 1735,Montgomery,Gulf Coast WDA,2021-02-02,2020-12-03,The Woodlands,0,0,1,62,0,35,EXXONMOBIL HUGHES LANDING - 1735,0,42,608,2020,2020Q4,2020-12,12,Energy,stage1
2020-12-02,ExxonMobil Hughes Landing - 1725,Montgomery,Gulf Coast WDA,2021-02-02,2020-12-03,The Woodlands,0,0,1,62,0,10,EXXONMOBIL HUGHES LANDING - 1725,0,42,608,2020,2020Q4,2020-12,12,Energy,stage1
2020-11-30,Stork  (A FLUOR Company),Liberty,Gulf Coast WDA,2021-01-29,2020-11-30,Dayton,0,0,1,60,0,18,STORK,0,5,608,2020,2020Q4,2020-11,6,Construction_Real_Estate,stage1
2020-11-30,Fluor - Port Neches,Jefferson,South East Texas WDA,2021-01-29,2020-11-30,Port Neches,0,0,1,60,0,113,FLUOR - PORT NECHES,0,20,27,2020,2020Q4,2020-11,6,Construction_Real_Estate,stage1
2020-11-30,ConocoPhillips - 935 N.,Harris,Gulf Coast WDA,2021-02-01,2020-12-03,Houston,0,0,1,63,0,,CONOCOPHILLIPS - 935 N,0,429,608,2020,2020Q4,2020-11,0,Unknown,unresolved
2020-11-30,ConocoPhillips - Park Row,Harris,Gulf Coast WDA,2021-02-01,2020-12-03,Houston,0,0,1,63,0,,CONOCOPHILLIPS - PARK ROW,0,429,608,2020,2020Q4,2020-11,0,Unknown,unresolved
2020-11-24,Compass Group Eurest - Airport FWY,Tarrant,Tarrant County WDA,2020-12-01,2020-11-25,Fort Worth,0,0,1,7,1,2,COMPASS GROUP EUREST - AIRPORT FWY,0,207,213,2020,2020Q4,2020-11,6,Staffing_Services,ambiguous_resolved
2020-11-24,Compass Group Eurest - Hwy 360,Tarrant,Tarrant County WDA,2020-12-01,2020-11-25,Fort Worth,0,0,1,7,1,12,COMPASS GROUP EUREST - HWY 360,0,207,213,2020,2020Q4,2020-11,6,Staffing_Services,stage1
2020-11-24,Compass Group Eurest - American Blvd.,Tarrant,Tarrant County WDA,2020-12-01,2020-11-25,Fort Worth,0,0,1,7,1,2,COMPASS GROUP EUREST - AMERICAN BLVD,0,207,213,2020,2020Q4,2020-11,6,Staffing_Services,stage1
2020-11-24,Compass Group Eurest - One Transformation Way,Tarrant,Tarrant County WDA,2020-12-01,2020-11-25,Fort Worth,0,0,1,7,1,4,COMPASS GROUP EUREST - ONE TRANSFORMATION WAY,0,207,213,2020,2020Q4,2020-11,6,Staffing_Services,stage1
2020-11-24,Compass Group Eurest,Tarrant,Tarrant County WDA,2020-12-01,2020-11-25,Fort Worth,0,0,1,7,1,32,COMPASS GROUP EUREST,0,207,213,2020,2020Q4,2020-11,6,Staffing_Services,stage1
2020-11-24,"Hilite Industries-Automotive, LLC",Dallas,Dallas County WDA,2021-01-19,2020-11-24,Carrollton,0,0,1,56,1,139,HILITE INDUSTRIES-AUTOMOTIVE,0,330,325,2020,2020Q4,2020-11,2,Manufacturing,stage1
2020-11-24,Compass Group Eurest - 4501 Hwy 360,Tarrant,Tarrant County WDA,2020-12-01,2020-11-25,Fort Worth,0,0,1,7,1,37,COMPASS GROUP EUREST - 4501 HWY 360,0,207,213,2020,2020Q4,2020-11,6,Staffing_Services,stage1
2020-11-18,Tailored Shared Services,Harris,Gulf Coast WDA,2020-08-21,2020-11-18,Houston,0,1,0,,,61,TAILORED SHARED SERVICES,0,429,608,2020,2020Q4,2020-11,0,Unknown,unresolved
2020-11-18,Southwest-Hobby Airport,Harris,Gulf Coast WDA,2021-01-25,2020-11-18,Houston,0,0,1,68,0,35,SOUTHWEST-HOBBY AIRPORT,0,429,608,2020,2020Q4,2020-11,4,Logistics_Transportation,stage1
2020-11-18,Southwest - Dallas Lovefield Airport,Dallas,Dallas County WDA,2021-01-25,2020-11-18,Dallas,0,0,1,68,0,82,SOUTHWEST,1,330,325,2020,2020Q4,2020-11,4,Logistics_Transportation,stage1
2020-11-13,XPO Logistics Supply-Lancaster,Dallas,Dallas County WDA,2021-01-10,2020-11-13,Lancaster,0,0,1,58,1,53,XPO LOGISTICS SUPPLY-LANCASTER,0,330,325,2020,2020Q4,2020-11,6,Logistics_Transportation,stage1
2020-11-12,Electronic Transaction Consultants,Dallas,Dallas County WDA,2021-01-04,2020-11-12,Richardson,0,0,1,53,1,68,ELECTRONIC TRANSACTION CONSULTANTS,1,330,325,2020,2020Q4,2020-11,0,Unknown,unresolved
2020-11-06,Sodexo-El Paso,El Paso,Borderplexjobs WDA,2020-03-01,2020-11-09,El Paso,0,1,0,,,177,SODEXO,1,49,51,2020,2020Q4,2020-11,6,Staffing_Services,stage1
2020-11-06,Southwest - Dallas Lovefield Airport,Dallas,Dallas County WDA,2021-01-11,2020-11-06,Dallas,0,0,1,66,0,8,SOUTHWEST,1,330,325,2020,2020Q4,2020-11,4,Logistics_Transportation,stage1
2020-11-06,Southwest - William P. Hobby Airport,Harris,Gulf Coast WDA,2021-01-11,2020-11-06,Houston,0,0,1,66,0,8,SOUTHWEST - WILLIAM P HOBBY AIRPORT,0,429,608,2020,2020Q4,2020-11,4,Logistics_Transportation,stage1
2020-11-06,Sodexo-Austin,Travis,Capital Area WDA,2020-03-01,2020-11-09,Austin,0,1,0,,,80,SODEXO,1,169,166,2020,2020Q4,2020-11,6,Staffing_Services,stage1
2020-11-02,CDI HS - Muleshoe Center,Bailey,South Plains WDA,2020-12-31,2020-11-05,Muleshoe,0,0,1,59,1,9,CDI HS - MULESHOE CENTER,0,1,29,2020,2020Q4,2020-11,0,Unknown,unresolved
2020-11-02,CDI HS - Central Office Admin,Webb,South Texas WDA,2020-12-31,2020-11-05,Laredo,0,0,1,59,1,13,CDI HS - CENTRAL OFFICE ADMIN,0,17,17,2020,2020Q4,2020-11,0,Unknown,unresolved
2020-11-02,CDI HS - Alice Center,Jim Wells,Coastal Bend WDA,2020-12-31,2020-11-05,Alice,0,0,1,59,1,13,CDI HS - ALICE CENTER,0,2,26,2020,2020Q4,2020-11,0,Unknown,unresolved
2020-11-02,CDI HS - Crystal City Satellite,Zavala,Middle Rio Grande WDA,2020-12-31,2020-11-05,Crystal City,0,0,1,59,1,10,CDI HS - CRYSTAL CITY SATELLITE,0,1,15,2020,2020Q4,2020-11,2,Public_Nonprofit,stage1
2020-11-02,CDI HS - Eagle Pass II Center,Maverick,Middle Rio Grande WDA,2020-12-31,2020-11-05,Eagle Pass,0,0,1,59,1,20,CDI HS - EAGLE PASS II CENTER,0,7,15,2020,2020Q4,2020-11,0,Unknown,unresolved
2020-11-02,CDI HS - Eagle Pass I/T Center,Maverick,Middle Rio Grande WDA,2020-12-31,2020-11-05,Eagle Pass,0,0,1,59,1,25,CDI HS - EAGLE PASS I/T CENTER,0,7,15,2020,2020Q4,2020-11,0,Unknown,unresolved
2020-11-02,CDI HS - Falfurrias Center,Brooks,Coastal Bend WDA,2020-12-31,2020-11-05,Falfurrias,0,0,1,59,1,14,CDI HS - FALFURRIAS CENTER,0,1,26,2020,2020Q4,2020-11,0,Unknown,unresolved
2020-11-02,CDI HS - Floydada Center,Floyd,South Plains WDA,2020-12-31,2020-11-05,Floydada,0,0,1,59,1,9,CDI HS - FLOYDADA CENTER,0,1,29,2020,2020Q4,2020-11,0,Unknown,unresolved
2020-11-02,CDI HS - Henry Bonilla Center,Webb,South Texas WDA,2020-12-31,2020-11-05,Laredo,0,0,1,59,1,13,CDI HS - HENRY BONILLA CENTER,0,17,17,2020,2020Q4,2020-11,0,Unknown,unresolved
2020-11-02,CDI HS - Laredo Norton Admin,Webb,South Texas WDA,2020-12-31,2020-11-05,Laredo,0,0,1,59,1,19,CDI HS,1,17,17,2020,2020Q4,2020-11,0,Unknown,unresolved
2020-11-02,CDI HS - Mathis Center,San Patricio,Coastal Bend WDA,2020-12-31,2020-11-05,Mathis,0,0,1,59,1,15,CDI HS - MATHIS CENTER,0,1,26,2020,2020Q4,2020-11,0,Unknown,unresolved
2020-11-02,CDI HS - Pearsall Center,Frio,Alamo WDA,2020-12-31,2020-11-05,Pearsall,0,0,1,59,1,10,CDI HS - PEARSALL CENTER,0,6,238,2020,2020Q4,2020-11,0,Unknown,unresolved
2020-11-02,CDI HS - Plainview Center,Hale,South Plains WDA,2020-12-31,2020-11-05,Plainview,0,0,1,59,1,5,CDI HS - PLAINVIEW CENTER,0,4,29,2020,2020Q4,2020-11,0,Unknown,unresolved
2020-11-02,CDI HS - Rio Grande City Center,Starr,Lower Rio Grande Valley WDA,2020-12-31,2020-11-05,Rio Grande City,0,0,1,59,1,25,CDI HS - RIO GRANDE CITY CENTER,0,2,38,2020,2020Q4,2020-11,2,Public_Nonprofit,stage1
2020-11-02,CDI HS - Roma Center,Starr,Lower Rio Grande Valley WDA,2020-12-31,2020-11-05,Roma,0,0,1,59,1,23,CDI HS - ROMA CENTER,0,2,38,2020,2020Q4,2020-11,0,Unknown,unresolved
2020-11-02,CDI HS - Uvalde Center,Uvalde,Middle Rio Grande WDA,2020-12-31,2020-11-05,Uvalde,0,0,1,59,1,12,CDI HS - UVALDE CENTER,0,1,15,2020,2020Q4,2020-11,0,Unknown,unresolved
2020-11-02,CDI HS - Lubbock Center,Lubbock,South Plains WDA,2020-12-31,2020-11-05,Lubbock,0,0,1,59,1,14,CDI HS,1,20,29,2020,2020Q4,2020-11,0,Unknown,unresolved
2020-10-29,Alorica-Austin,Travis,Capital Area WDA,2020-12-31,2020-10-29,Austin,0,0,1,63,0,712,ALORICA,0,169,166,2020,2020Q4,2020-10,0,Unknown,unresolved
2020-10-28,Cheddar's Scratch Kitchen - McAllen,Hidalgo,Lower Rio Grande Valley WDA,2020-12-30,2020-10-28,McAllen,0,0,1,63,0,52,CHEDDAR S SCRATCH KITCHEN - MCALLEN,0,35,38,2020,2020Q4,2020-10,0,Unknown,unresolved
2020-10-27,Regal Cinema-Tomball,Harris,Gulf Coast WDA,2020-10-08,2020-10-27,Tomball,0,1,0,,,51,REGAL CINEMA-TOMBALL,1,429,608,2020,2020Q4,2020-10,12,Retail_Food,stage1
2020-10-27,Regal Cinema-Houston,Harris,Gulf Coast WDA,2020-10-08,2020-10-27,Houston,0,1,0,,,49,REGAL CINEMA,1,429,608,2020,2020Q4,2020-10,12,Retail_Food,stage1
2020-10-27,VillaSport - Katy,Fort Bend,Gulf Coast WDA,2020-12-21,2020-10-27,Katy,0,0,1,55,1,43,VILLASPORT - KATY,0,88,608,2020,2020Q4,2020-10,2,Logistics_Transportation,stage1
2020-10-27,VillaSport - Cypress,Harris,Gulf Coast WDA,2020-12-21,2020-10-27,Cypress,0,0,1,55,1,47,VILLASPORT - CYPRESS,0,429,608,2020,2020Q4,2020-10,2,Logistics_Transportation,stage1
2020-10-27,VillaSport,Montgomery,Gulf Coast WDA,2020-12-21,2020-10-27,The Woodlands,0,0,1,55,1,48,VILLASPORT,0,42,608,2020,2020Q4,2020-10,2,Logistics_Transportation,stage1
2020-10-23,Grand Hyatt Dallas-Ft Worth,Tarrant,Tarrant County WDA,2020-03-22,2020-10-26,DFW Airport,0,1,0,,,75,GRAND HYATT DALLAS-FT WORTH,0,207,213,2020,2020Q4,2020-10,6,Retail_Food,stage1
2020-10-22,"Remedy Applications, Inc.",Travis,Capital Area WDA,2020-10-22,2020-10-26,Austin,0,0,1,0,1,82,REMEDY APPLICATIONS,0,169,166,2020,2020Q4,2020-10,0,Unknown,unresolved
2020-10-20,Transform SR LLC - Round Rock,Williamson,Rural Capital WDA,2020-12-12,2020-10-20,Round Rock,0,0,1,53,1,170,TRANSFORM SR - ROUND ROCK,0,35,67,2020,2020Q4,2020-10,0,Unknown,unresolved
2020-10-20,Methodist Southlake Hospital,Denton,Tarrant County WDA,2020-12-19,2020-10-20,Southlake,0,0,1,60,0,153,METHODIST SOUTHLAKE HOSPITAL,0,56,213,2020,2020Q4,2020-10,6,Healthcare,stage1
2020-10-16,Aramark-Whataburger Field,Nueces,Coastal Bend WDA,2020-10-16,2020-10-21,Corpus Ch,0,0,1,0,1,86,ARAMARK-WHATABURGER FIELD,0,20,26,2020,2020Q4,2020-10,8,Retail_Food,ambiguous_resolved
2020-10-16,Aramark-Minute Maid Park,Harris,Gulf Coast WDA,2020-10-16,2020-10-21,Houston,0,0,1,0,1,751,ARAMARK-MINUTE MAID PARK,0,429,608,2020,2020Q4,2020-10,6,Staffing_Services,stage1
2020-10-16,Aramark-Cynthia Woods Mitchell Pavillion,Montgomery,Gulf Coast WDA,2020-10-16,2020-10-21,The Woodlands,0,0,1,0,1,75,ARAMARK-CYNTHIA WOODS MITCHELL PAVILLION,0,42,608,2020,2020Q4,2020-10,6,Staffing_Services,stage1
2020-10-16,Hyatt Regency Hotel,Dallas,Dallas County WDA,2020-03-18,2020-10-19,Dallas,0,1,0,,,101,HYATT REGENCY HOTEL,0,330,325,2020,2020Q4,2020-10,12,Retail_Food,stage1
2020-10-16,Aramark - AT&T Center,Bexar,Alamo WDA,2020-10-16,2020-10-19,San Antonio,0,0,1,0,1,287,ARAMARK - AT T CENTER,0,200,238,2020,2020Q4,2020-10,6,Staffing_Services,stage1
2020-10-15,Transocean Offshore Deepwater Drilling-Deepwater Asgard,Harris,Gulf Coast WDA,2020-12-01,2020-10-21,Houston,0,0,1,47,1,100,TRANSOCEAN OFFSHORE DEEPWATER DRILLING-DEEPWATER ASGARD,0,429,608,2020,2020Q4,2020-10,8,Energy,stage1
2020-10-13,Wyndham - Riverside Suites Sales,Bexar,Alamo WDA,2020-09-18,2020-10-14,San Antonio,0,1,0,,,3,WYNDHAM - RIVERSIDE SUITES SALES,0,200,238,2020,2020Q4,2020-10,0,Unknown,unresolved
2020-10-13,Turner Industries,Lamar,North East Texas WDA,2020-12-11,2020-10-13,Paris,0,0,1,59,1,190,TURNER INDUSTRIES,1,9,21,2020,2020Q4,2020-10,6,Construction_Real_Estate,stage1
2020-10-05,"Securitas Critical Infrastructure Services, Inc.",Somervell,North Central Texas WDA,2020-12-07,2020-10-05,Glen Rose,0,0,1,63,0,142,SECURITAS CRITICAL INFRASTRUCTURE SERVICES,0,3,185,2020,2020Q4,2020-10,2,Construction_Real_Estate,stage1
2020-09-29,The Expo Group Inc.,Dallas,Dallas County WDA,2020-03-11,2020-09-29,Irving,0,1,0,,,114,THE EXPO GROUP,0,330,325,2020,2020Q3,2020-09,6,Retail_Food,stage1
2020-09-18,Freeman Company-Davis St.,Dallas,Dallas County WDA,2020-09-23,2020-09-21,Dallas,0,0,1,5,1,33,FREEMAN COMPANY-DAVIS ST,0,330,325,2020,2020Q3,2020-09,0,Unknown,unresolved
2020-09-18,Freeman Audio Visual -San Antonio,Bexar,Alamo WDA,2020-06-30,2020-09-21,San Antonio,0,1,0,,,1,FREEMAN AUDIO VISUAL,1,200,238,2020,2020Q3,2020-09,2,Retail_Food,stage1
2020-09-18,Freeman Company -San Antonio,Bexar,Alamo WDA,2020-06-30,2020-09-21,San Antonio,0,1,0,,,15,FREEMAN COMPANY,1,200,238,2020,2020Q3,2020-09,0,Unknown,unresolved
2020-09-18,"Freeman Corporate, LLC",Dallas,Dallas County WDA,2020-09-23,2020-09-21,Dallas,0,0,1,5,1,28,FREEMAN CORPORATE,0,330,325,2020,2020Q3,2020-09,0,Unknown,unresolved
2020-09-18,Freeman Digi Ventures,Dallas,Dallas County WDA,2020-09-23,2020-09-21,Dallas,0,0,1,5,1,3,FREEMAN DIGI VENTURES,0,330,325,2020,2020Q3,2020-09,0,Unknown,unresolved
2020-09-18,Freeman Digi Ventures-Davis St.,Dallas,Dallas County WDA,2020-09-23,2020-09-21,Dallas,0,0,1,5,1,2,FREEMAN DIGI VENTURES-DAVIS ST,0,330,325,2020,2020Q3,2020-09,0,Unknown,unresolved
2020-09-18,"Freeman Expositions, LLC",Dallas,Dallas County WDA,2020-09-23,2020-09-21,Dallas,0,0,1,5,1,21,FREEMAN EXPOSITIONS,1,330,325,2020,2020Q3,2020-09,0,Unknown,unresolved
2020-09-18,Freeman Expositions-Davis St.,Dallas,Dallas County WDA,2020-09-23,2020-09-21,Dallas,0,0,1,5,1,20,FREEMAN EXPOSITIONS-DAVIS ST,0,330,325,2020,2020Q3,2020-09,0,Unknown,unresolved
